event_id,session_id,user_id,event_type,event_seq,timestamp,car_type,area,product_id,rental_days,price,device
evt_002775,sess_0600,user_0006,view,3,2025-06-25T10:08:40,minivan,kashiwa,prod_008,,,mobile
evt_002776,sess_0600,user_0006,purchase,4,2025-06-25T10:12:05,SUV,chiba,prod_001,3,28609,mobile
evt_002777,sess_0601,user_0418,view,1,2025-06-05T02:44:00,minivan,chiba,prod_006,,,mobile
evt_002778,sess_0601,user_0418,view,2,2025-06-05T02:45:59,minivan,katsuura,prod_010,,,mobile
evt_002779,sess_0601,user_0418,view,3,2025-06-05T02:47:58,SUV,katsuura,prod_005,,,mobile
evt_002780,sess_0601,user_0418,view,4,2025-06-05T02:49:53,hatchback,narita,prod_014,,,mobile
evt_002781,sess_0601,user_0418,purchase,5,2025-06-05T02:50:23,hatchback,narita,prod_014,4,26059,mobile
evt_002782,sess_0602,user_0557,view,1,2025-06-24T17:18:00,minivan,narita,prod_009,,,desktop
evt_002783,sess_0602,user_0557,view,2,2025-06-24T17:20:29,hatchback,chiba,prod_011,,,desktop
evt_002784,sess_0602,user_0557,view,3,2025-06-24T17:21:46,hatchback,kashiwa,prod_013,,,desktop
evt_002785,sess_0602,user_0557,view,4,2025-06-24T17:24:28,hatchback,kashiwa,prod_013,,,desktop
evt_002786,sess_0603,user_0340,view,1,2025-06-12T05:51:00,SUV,chiba,prod_001,,,desktop
evt_002787,sess_0603,user_0340,view,2,2025-06-12T05:54:35,hatchback,chiba,prod_011,,,desktop
evt_002788,sess_0603,user_0340,view,3,2025-06-12T05:57:09,minivan,funabashi,prod_007,,,desktop
evt_002789,sess_0603,user_0340,view,4,2025-06-12T06:00:30,SUV,narita,prod_004,,,desktop
evt_002790,sess_0603,user_0340,purchase,5,2025-06-12T06:04:16,SUV,chiba,prod_001,1,9360,desktop
evt_002791,sess_0604,user_0539,view,1,2025-06-19T19:21:00,minivan,katsuura,prod_010,,,mobile
evt_002792,sess_0604,user_0539,view,2,2025-06-19T19:21:30,hatchback,katsuura,prod_015,,,mobile
evt_002793,sess_0604,user_0539,view,3,2025-06-19T19:24:55,SUV,chiba,prod_001,,,mobile
evt_002794,sess_0605,user_0518,view,1,2025-06-01T20:39:00,hatchback,chiba,prod_011,,,mobile
evt_002795,sess_0605,user_0518,view,2,2025-06-01T20:39:26,hatchback,chiba,prod_011,,,mobile
evt_002796,sess_0605,user_0518,purchase,3,2025-06-01T20:40:13,hatchback,chiba,prod_011,2,12908,mobile
evt_002797,sess_0606,user_0537,view,1,2025-06-01T12:21:00,hatchback,narita,prod_014,,,desktop
evt_002798,sess_0606,user_0537,view,2,2025-06-01T12:23:00,minivan,narita,prod_009,,,desktop
evt_002799,sess_0606,user_0537,view,3,2025-06-01T12:23:54,hatchback,chiba,prod_011,,,desktop
evt_002800,sess_0606,user_0537,view,4,2025-06-01T12:26:48,SUV,chiba,prod_001,,,desktop
evt_002801,sess_0606,user_0537,view,5,2025-06-01T12:29:22,hatchback,kashiwa,prod_013,,,desktop
evt_002802,sess_0606,user_0537,purchase,6,2025-06-01T12:30:09,hatchback,narita,prod_014,3,19860,desktop
evt_002803,sess_0607,user_0028,view,1,2025-06-13T21:23:00,SUV,funabashi,prod_002,,,mobile
evt_002804,sess_0607,user_0028,view,2,2025-06-13T21:23:43,SUV,chiba,prod_001,,,mobile
evt_002805,sess_0607,user_0028,view,3,2025-06-13T21:27:13,hatchback,funabashi,prod_012,,,mobile
evt_002806,sess_0607,user_0028,view,4,2025-06-13T21:29:46,minivan,katsuura,prod_010,,,mobile
evt_002807,sess_0607,user_0028,view,5,2025-06-13T21:30:16,hatchback,kashiwa,prod_013,,,mobile
evt_002808,sess_0608,user_0244,view,1,2025-06-03T07:02:00,hatchback,katsuura,prod_015,,,mobile
evt_002809,sess_0608,user_0244,view,2,2025-06-03T07:02:34,minivan,funabashi,prod_007,,,mobile
evt_002810,sess_0608,user_0244,purchase,3,2025-06-03T07:04:33,minivan,funabashi,prod_007,3,35126,mobile
evt_002811,sess_0609,user_0396,view,1,2025-06-24T13:02:00,minivan,kashiwa,prod_008,,,mobile
evt_002812,sess_0609,user_0396,view,2,2025-06-24T13:02:47,minivan,katsuura,prod_010,,,mobile
evt_002813,sess_0609,user_0396,view,3,2025-06-24T13:04:55,hatchback,narita,prod_014,,,mobile
evt_002814,sess_0609,user_0396,view,4,2025-06-24T13:05:51,hatchback,katsuura,prod_015,,,mobile
evt_002815,sess_0609,user_0396,view,5,2025-06-24T13:09:43,SUV,narita,prod_004,,,mobile
evt_002816,sess_0609,user_0396,purchase,6,2025-06-24T13:10:13,hatchback,narita,prod_014,4,27710,mobile
evt_002817,sess_0610,user_0459,view,1,2025-06-29T08:12:00,hatchback,chiba,prod_011,,,desktop
evt_002818,sess_0610,user_0459,view,2,2025-06-29T08:15:10,minivan,kashiwa,prod_008,,,desktop
evt_002819,sess_0610,user_0459,view,3,2025-06-29T08:15:34,hatchback,chiba,prod_011,,,desktop
evt_002820,sess_0610,user_0459,view,4,2025-06-29T08:17:28,hatchback,kashiwa,prod_013,,,desktop
evt_002821,sess_0611,user_0293,view,1,2025-06-29T19:06:00,minivan,funabashi,prod_007,,,mobile
evt_002822,sess_0611,user_0293,view,2,2025-06-29T19:09:39,minivan,katsuura,prod_010,,,mobile
evt_002823,sess_0611,user_0293,view,3,2025-06-29T19:12:43,minivan,narita,prod_009,,,mobile
evt_002824,sess_0611,user_0293,view,4,2025-06-29T19:16:09,minivan,narita,prod_009,,,mobile
evt_002825,sess_0611,user_0293,view,5,2025-06-29T19:20:07,minivan,katsuura,prod_010,,,mobile
evt_002826,sess_0611,user_0293,purchase,6,2025-06-29T19:21:42,minivan,narita,prod_009,4,49683,mobile
evt_002827,sess_0612,user_0583,view,1,2025-06-10T00:56:00,SUV,narita,prod_004,,,mobile
evt_002828,sess_0612,user_0583,view,2,2025-06-10T00:59:46,hatchback,funabashi,prod_012,,,mobile
evt_002829,sess_0612,user_0583,view,3,2025-06-10T01:00:42,hatchback,kashiwa,prod_013,,,mobile
evt_002830,sess_0612,user_0583,purchase,4,2025-06-10T01:03:26,hatchback,kashiwa,prod_013,2,12659,mobile
evt_002831,sess_0613,user_0572,view,1,2025-06-25T00:58:00,hatchback,chiba,prod_011,,,mobile
evt_002832,sess_0613,user_0572,view,2,2025-06-25T01:01:09,hatchback,funabashi,prod_012,,,mobile
evt_002833,sess_0613,user_0572,view,3,2025-06-25T01:02:31,hatchback,kashiwa,prod_013,,,mobile
evt_002834,sess_0614,user_0018,view,1,2025-06-21T03:12:00,SUV,funabashi,prod_002,,,desktop
evt_002835,sess_0614,user_0018,view,2,2025-06-21T03:15:57,hatchback,funabashi,prod_012,,,desktop
evt_002836,sess_0614,user_0018,view,3,2025-06-21T03:19:32,SUV,kashiwa,prod_003,,,desktop
evt_002837,sess_0614,user_0018,view,4,2025-06-21T03:21:43,minivan,chiba,prod_006,,,desktop
evt_002838,sess_0614,user_0018,view,5,2025-06-21T03:24:23,SUV,funabashi,prod_002,,,desktop
evt_002839,sess_0614,user_0018,view,6,2025-06-21T03:26:27,minivan,katsuura,prod_010,,,desktop
evt_002840,sess_0614,user_0018,purchase,7,2025-06-21T03:27:42,minivan,chiba,prod_006,2,23118,desktop
evt_002841,sess_0615,user_0150,view,1,2025-06-12T07:48:00,minivan,narita,prod_009,,,desktop
evt_002842,sess_0615,user_0150,view,2,2025-06-12T07:51:57,minivan,narita,prod_009,,,desktop
evt_002843,sess_0615,user_0150,view,3,2025-06-12T07:52:27,hatchback,narita,prod_014,,,desktop
evt_002844,sess_0615,user_0150,purchase,4,2025-06-12T07:53:29,minivan,narita,prod_009,1,12805,desktop
evt_002845,sess_0616,user_0445,view,1,2025-06-29T05:20:00,SUV,katsuura,prod_005,,,mobile
evt_002846,sess_0616,user_0445,view,2,2025-06-29T05:23:58,SUV,katsuura,prod_005,,,mobile
evt_002847,sess_0616,user_0445,view,3,2025-06-29T05:25:54,minivan,kashiwa,prod_008,,,mobile
evt_002848,sess_0616,user_0445,purchase,4,2025-06-29T05:27:25,SUV,katsuura,prod_005,1,10023,mobile
evt_002849,sess_0617,user_0056,view,1,2025-06-11T09:51:00,minivan,chiba,prod_006,,,mobile
evt_002850,sess_0617,user_0056,view,2,2025-06-11T09:53:26,minivan,kashiwa,prod_008,,,mobile
evt_002851,sess_0617,user_0056,view,3,2025-06-11T09:55:26,SUV,narita,prod_004,,,mobile
evt_002852,sess_0617,user_0056,view,4,2025-06-11T09:57:40,hatchback,narita,prod_014,,,mobile
evt_002853,sess_0618,user_0688,view,1,2025-06-08T16:49:00,hatchback,katsuura,prod_015,,,mobile
evt_002854,sess_0618,user_0688,view,2,2025-06-08T16:49:37,hatchback,chiba,prod_011,,,mobile
evt_002855,sess_0619,user_0691,view,1,2025-06-10T14:18:00,minivan,katsuura,prod_010,,,mobile
evt_002856,sess_0619,user_0691,view,2,2025-06-10T14:18:47,minivan,katsuura,prod_010,,,mobile
evt_002857,sess_0619,user_0691,view,3,2025-06-10T14:21:05,SUV,katsuura,prod_005,,,mobile
evt_002858,sess_0620,user_0081,view,1,2025-06-17T01:47:00,minivan,chiba,prod_006,,,mobile
evt_002859,sess_0620,user_0081,view,2,2025-06-17T01:49:14,SUV,narita,prod_004,,,mobile
evt_002860,sess_0620,user_0081,view,3,2025-06-17T01:50:49,minivan,kashiwa,prod_008,,,mobile
evt_002861,sess_0620,user_0081,view,4,2025-06-17T01:54:14,hatchback,katsuura,prod_015,,,mobile
evt_002862,sess_0620,user_0081,view,5,2025-06-17T01:55:56,SUV,katsuura,prod_005,,,mobile
evt_002863,sess_0620,user_0081,view,6,2025-06-17T01:57:31,hatchback,katsuura,prod_015,,,mobile
evt_002864,sess_0620,user_0081,purchase,7,2025-06-17T01:58:15,minivan,kashiwa,prod_008,1,11195,mobile
evt_002865,sess_0621,user_0699,view,1,2025-06-04T19:06:00,SUV,funabashi,prod_002,,,mobile
evt_002866,sess_0621,user_0699,view,2,2025-06-04T19:06:43,hatchback,katsuura,prod_015,,,mobile
evt_002867,sess_0621,user_0699,view,3,2025-06-04T19:09:33,minivan,funabashi,prod_007,,,mobile
evt_002868,sess_0621,user_0699,purchase,4,2025-06-04T19:12:33,hatchback,katsuura,prod_015,5,30736,mobile
evt_002869,sess_0622,user_0560,view,1,2025-06-06T14:35:00,hatchback,chiba,prod_011,,,mobile
evt_002870,sess_0622,user_0560,view,2,2025-06-06T14:38:14,hatchback,funabashi,prod_012,,,mobile
evt_002871,sess_0622,user_0560,view,3,2025-06-06T14:40:00,SUV,narita,prod_004,,,mobile
evt_002872,sess_0622,user_0560,purchase,4,2025-06-06T14:43:29,SUV,narita,prod_004,4,41130,mobile
evt_002873,sess_0623,user_0439,view,1,2025-06-02T01:53:00,SUV,chiba,prod_001,,,mobile
evt_002874,sess_0623,user_0439,view,2,2025-06-02T01:55:38,SUV,narita,prod_004,,,mobile
evt_002875,sess_0623,user_0439,view,3,2025-06-02T01:56:41,SUV,narita,prod_004,,,mobile
evt_002876,sess_0624,user_0089,view,1,2025-06-04T16:35:00,minivan,narita,prod_009,,,desktop
evt_002877,sess_0624,user_0089,view,2,2025-06-04T16:36:04,SUV,kashiwa,prod_003,,,desktop
evt_002878,sess_0624,user_0089,view,3,2025-06-04T16:37:47,minivan,katsuura,prod_010,,,desktop
evt_002879,sess_0624,user_0089,purchase,4,2025-06-04T16:41:20,minivan,narita,prod_009,4,50651,desktop
evt_002880,sess_0625,user_0275,view,1,2025-06-28T22:00:00,hatchback,chiba,prod_011,,,mobile
evt_002881,sess_0625,user_0275,view,2,2025-06-28T22:03:55,minivan,katsuura,prod_010,,,mobile
evt_002882,sess_0626,user_0257,view,1,2025-06-17T03:46:00,minivan,kashiwa,prod_008,,,mobile
evt_002883,sess_0626,user_0257,view,2,2025-06-17T03:48:17,hatchback,narita,prod_014,,,mobile
evt_002884,sess_0626,user_0257,view,3,2025-06-17T03:48:46,hatchback,kashiwa,prod_013,,,mobile
evt_002885,sess_0626,user_0257,view,4,2025-06-17T03:50:37,hatchback,funabashi,prod_012,,,mobile
evt_002886,sess_0626,user_0257,purchase,5,2025-06-17T03:53:16,hatchback,narita,prod_014,2,13807,mobile
evt_002887,sess_0627,user_0673,view,1,2025-06-25T14:18:00,minivan,kashiwa,prod_008,,,mobile
evt_002888,sess_0627,user_0673,view,2,2025-06-25T14:21:59,minivan,katsuura,prod_010,,,mobile
evt_002889,sess_0627,user_0673,view,3,2025-06-25T14:24:28,minivan,katsuura,prod_010,,,mobile
evt_002890,sess_0627,user_0673,view,4,2025-06-25T14:28:22,hatchback,funabashi,prod_012,,,mobile
evt_002891,sess_0627,user_0673,view,5,2025-06-25T14:31:09,SUV,katsuura,prod_005,,,mobile
evt_002892,sess_0627,user_0673,view,6,2025-06-25T14:31:38,hatchback,kashiwa,prod_013,,,mobile
evt_002893,sess_0627,user_0673,purchase,7,2025-06-25T14:34:52,minivan,katsuura,prod_010,2,24111,mobile
evt_002894,sess_0628,user_0244,view,1,2025-06-27T06:42:00,SUV,narita,prod_004,,,mobile
evt_002895,sess_0628,user_0244,view,2,2025-06-27T06:43:02,SUV,kashiwa,prod_003,,,mobile
evt_002896,sess_0628,user_0244,view,3,2025-06-27T06:46:41,hatchback,narita,prod_014,,,mobile
evt_002897,sess_0628,user_0244,view,4,2025-06-27T06:48:09,SUV,katsuura,prod_005,,,mobile
evt_002898,sess_0628,user_0244,view,5,2025-06-27T06:50:09,minivan,funabashi,prod_007,,,mobile
evt_002899,sess_0628,user_0244,purchase,6,2025-06-27T06:51:04,minivan,funabashi,prod_007,1,11503,mobile
evt_002900,sess_0629,user_0650,view,1,2025-06-06T01:36:00,SUV,chiba,prod_001,,,desktop
evt_002901,sess_0629,user_0650,view,2,2025-06-06T01:36:40,hatchback,katsuura,prod_015,,,desktop
evt_002902,sess_0629,user_0650,view,3,2025-06-06T01:37:47,minivan,funabashi,prod_007,,,desktop
evt_002903,sess_0629,user_0650,view,4,2025-06-06T01:40:10,SUV,katsuura,prod_005,,,desktop
evt_002904,sess_0629,user_0650,view,5,2025-06-06T01:42:09,SUV,kashiwa,prod_003,,,desktop
evt_002905,sess_0629,user_0650,view,6,2025-06-06T01:44:12,hatchback,chiba,prod_011,,,desktop
evt_002906,sess_0629,user_0650,purchase,7,2025-06-06T01:47:29,minivan,funabashi,prod_007,3,33182,desktop
evt_002907,sess_0630,user_0229,view,1,2025-06-16T03:18:00,SUV,kashiwa,prod_003,,,desktop
evt_002908,sess_0630,user_0229,view,2,2025-06-16T03:20:24,hatchback,funabashi,prod_012,,,desktop
evt_002909,sess_0630,user_0229,view,3,2025-06-16T03:21:50,SUV,chiba,prod_001,,,desktop
evt_002910,sess_0630,user_0229,view,4,2025-06-16T03:24:50,minivan,katsuura,prod_010,,,desktop
evt_002911,sess_0630,user_0229,view,5,2025-06-16T03:27:21,hatchback,chiba,prod_011,,,desktop
evt_002912,sess_0630,user_0229,view,6,2025-06-16T03:31:14,SUV,kashiwa,prod_003,,,desktop
evt_002913,sess_0630,user_0229,purchase,7,2025-06-16T03:33:37,SUV,kashiwa,prod_003,4,36002,desktop
evt_002914,sess_0631,user_0242,view,1,2025-06-11T05:34:00,hatchback,funabashi,prod_012,,,mobile
evt_002915,sess_0631,user_0242,view,2,2025-06-11T05:35:14,hatchback,kashiwa,prod_013,,,mobile
evt_002916,sess_0632,user_0100,view,1,2025-06-14T06:38:00,hatchback,narita,prod_014,,,mobile
evt_002917,sess_0632,user_0100,view,2,2025-06-14T06:38:29,minivan,chiba,prod_006,,,mobile
evt_002918,sess_0633,user_0125,view,1,2025-06-25T08:23:00,minivan,narita,prod_009,,,desktop
evt_002919,sess_0633,user_0125,view,2,2025-06-25T08:25:02,SUV,chiba,prod_001,,,desktop
evt_002920,sess_0633,user_0125,view,3,2025-06-25T08:26:46,minivan,katsuura,prod_010,,,desktop
evt_002921,sess_0633,user_0125,view,4,2025-06-25T08:30:24,minivan,chiba,prod_006,,,desktop
evt_002922,sess_0633,user_0125,view,5,2025-06-25T08:32:07,hatchback,funabashi,prod_012,,,desktop
evt_002923,sess_0633,user_0125,view,6,2025-06-25T08:34:13,hatchback,funabashi,prod_012,,,desktop
evt_002924,sess_0633,user_0125,purchase,7,2025-06-25T08:36:26,hatchback,funabashi,prod_012,1,6335,desktop
evt_002925,sess_0634,user_0523,view,1,2025-06-14T11:36:00,SUV,chiba,prod_001,,,mobile
evt_002926,sess_0634,user_0523,view,2,2025-06-14T11:38:57,hatchback,katsuura,prod_015,,,mobile
evt_002927,sess_0634,user_0523,view,3,2025-06-14T11:42:44,minivan,katsuura,prod_010,,,mobile
evt_002928,sess_0634,user_0523,view,4,2025-06-14T11:43:10,SUV,narita,prod_004,,,mobile
evt_002929,sess_0634,user_0523,view,5,2025-06-14T11:43:40,SUV,narita,prod_004,,,mobile
evt_002930,sess_0634,user_0523,view,6,2025-06-14T11:45:35,minivan,kashiwa,prod_008,,,mobile
evt_002931,sess_0634,user_0523,purchase,7,2025-06-14T11:46:54,hatchback,katsuura,prod_015,4,27062,mobile
evt_002932,sess_0635,user_0119,view,1,2025-06-05T22:37:00,SUV,funabashi,prod_002,,,desktop
evt_002933,sess_0635,user_0119,view,2,2025-06-05T22:39:33,SUV,kashiwa,prod_003,,,desktop
evt_002934,sess_0635,user_0119,view,3,2025-06-05T22:42:23,minivan,narita,prod_009,,,desktop
evt_002935,sess_0635,user_0119,purchase,4,2025-06-05T22:43:19,minivan,narita,prod_009,5,58409,desktop
evt_002936,sess_0636,user_0460,view,1,2025-06-18T03:51:00,SUV,katsuura,prod_005,,,desktop
evt_002937,sess_0636,user_0460,view,2,2025-06-18T03:51:37,minivan,katsuura,prod_010,,,desktop
evt_002938,sess_0636,user_0460,view,3,2025-06-18T03:52:41,minivan,katsuura,prod_010,,,desktop
evt_002939,sess_0637,user_0195,view,1,2025-06-25T00:31:00,minivan,chiba,prod_006,,,desktop
evt_002940,sess_0637,user_0195,view,2,2025-06-25T00:32:00,SUV,kashiwa,prod_003,,,desktop
evt_002941,sess_0637,user_0195,purchase,3,2025-06-25T00:33:48,minivan,chiba,prod_006,2,22612,desktop
evt_002942,sess_0638,user_0090,view,1,2025-06-18T14:52:00,SUV,kashiwa,prod_003,,,desktop
evt_002943,sess_0638,user_0090,view,2,2025-06-18T14:52:28,SUV,kashiwa,prod_003,,,desktop
evt_002944,sess_0638,user_0090,view,3,2025-06-18T14:54:58,hatchback,narita,prod_014,,,desktop
evt_002945,sess_0638,user_0090,purchase,4,2025-06-18T14:58:27,hatchback,narita,prod_014,4,27461,desktop
evt_002946,sess_0639,user_0402,view,1,2025-06-27T01:34:00,hatchback,katsuura,prod_015,,,mobile
evt_002947,sess_0639,user_0402,view,2,2025-06-27T01:37:54,hatchback,funabashi,prod_012,,,mobile
evt_002948,sess_0639,user_0402,view,3,2025-06-27T01:38:58,SUV,katsuura,prod_005,,,mobile
evt_002949,sess_0639,user_0402,purchase,4,2025-06-27T01:41:55,hatchback,funabashi,prod_012,1,5791,mobile
evt_002950,sess_0640,user_0438,view,1,2025-06-27T15:53:00,hatchback,kashiwa,prod_013,,,desktop
evt_002951,sess_0640,user_0438,view,2,2025-06-27T15:54:41,minivan,funabashi,prod_007,,,desktop
evt_002952,sess_0640,user_0438,view,3,2025-06-27T15:56:47,SUV,narita,prod_004,,,desktop
evt_002953,sess_0641,user_0505,view,1,2025-06-06T16:13:00,SUV,kashiwa,prod_003,,,mobile
evt_002954,sess_0641,user_0505,view,2,2025-06-06T16:16:51,hatchback,narita,prod_014,,,mobile
evt_002955,sess_0641,user_0505,view,3,2025-06-06T16:17:11,SUV,chiba,prod_001,,,mobile
evt_002956,sess_0641,user_0505,view,4,2025-06-06T16:17:48,SUV,funabashi,prod_002,,,mobile
evt_002957,sess_0641,user_0505,view,5,2025-06-06T16:20:58,hatchback,kashiwa,prod_013,,,mobile
evt_002958,sess_0641,user_0505,view,6,2025-06-06T16:23:32,hatchback,narita,prod_014,,,mobile
evt_002959,sess_0641,user_0505,purchase,7,2025-06-06T16:24:46,hatchback,narita,prod_014,3,20158,mobile
evt_002960,sess_0642,user_0572,view,1,2025-06-26T07:32:00,SUV,chiba,prod_001,,,desktop
evt_002961,sess_0642,user_0572,view,2,2025-06-26T07:32:31,SUV,kashiwa,prod_003,,,desktop
evt_002962,sess_0643,user_0477,view,1,2025-06-12T03:38:00,minivan,funabashi,prod_007,,,mobile
evt_002963,sess_0643,user_0477,view,2,2025-06-12T03:38:35,hatchback,katsuura,prod_015,,,mobile
evt_002964,sess_0643,user_0477,view,3,2025-06-12T03:42:17,hatchback,narita,prod_014,,,mobile
evt_002965,sess_0643,user_0477,purchase,4,2025-06-12T03:43:28,hatchback,narita,prod_014,2,13066,mobile
evt_002966,sess_0644,user_0084,view,1,2025-06-02T09:56:00,minivan,narita,prod_009,,,desktop
evt_002967,sess_0644,user_0084,view,2,2025-06-02T09:57:02,minivan,narita,prod_009,,,desktop
evt_002968,sess_0645,user_0680,view,1,2025-06-22T18:28:00,SUV,kashiwa,prod_003,,,mobile
evt_002969,sess_0645,user_0680,view,2,2025-06-22T18:30:27,SUV,katsuura,prod_005,,,mobile
evt_002970,sess_0645,user_0680,view,3,2025-06-22T18:31:24,minivan,kashiwa,prod_008,,,mobile
evt_002971,sess_0645,user_0680,view,4,2025-06-22T18:34:51,SUV,chiba,prod_001,,,mobile
evt_002972,sess_0645,user_0680,view,5,2025-06-22T18:35:41,hatchback,katsuura,prod_015,,,mobile
evt_002973,sess_0645,user_0680,purchase,6,2025-06-22T18:37:58,SUV,chiba,prod_001,1,8705,mobile
evt_002974,sess_0646,user_0690,view,1,2025-06-21T07:00:00,hatchback,funabashi,prod_012,,,mobile
evt_002975,sess_0646,user_0690,view,2,2025-06-21T07:02:59,hatchback,funabashi,prod_012,,,mobile
evt_002976,sess_0646,user_0690,view,3,2025-06-21T07:04:34,minivan,kashiwa,prod_008,,,mobile
evt_002977,sess_0646,user_0690,view,4,2025-06-21T07:06:20,SUV,chiba,prod_001,,,mobile
evt_002978,sess_0646,user_0690,view,5,2025-06-21T07:07:25,minivan,katsuura,prod_010,,,mobile
evt_002979,sess_0646,user_0690,view,6,2025-06-21T07:11:12,SUV,kashiwa,prod_003,,,mobile
evt_002980,sess_0647,user_0289,view,1,2025-06-07T12:03:00,SUV,funabashi,prod_002,,,mobile
evt_002981,sess_0647,user_0289,view,2,2025-06-07T12:03:52,SUV,narita,prod_004,,,mobile
evt_002982,sess_0647,user_0289,view,3,2025-06-07T12:05:01,hatchback,kashiwa,prod_013,,,mobile
evt_002983,sess_0647,user_0289,view,4,2025-06-07T12:06:50,hatchback,narita,prod_014,,,mobile
evt_002984,sess_0648,user_0671,view,1,2025-06-22T00:35:00,SUV,funabashi,prod_002,,,mobile
evt_002985,sess_0648,user_0671,view,2,2025-06-22T00:37:08,hatchback,kashiwa,prod_013,,,mobile
evt_002986,sess_0648,user_0671,view,3,2025-06-22T00:39:46,SUV,funabashi,prod_002,,,mobile
evt_002987,sess_0648,user_0671,purchase,4,2025-06-22T00:40:39,SUV,funabashi,prod_002,5,48745,mobile
evt_002988,sess_0649,user_0160,view,1,2025-06-29T13:34:00,SUV,narita,prod_004,,,mobile
evt_002989,sess_0649,user_0160,view,2,2025-06-29T13:34:41,minivan,narita,prod_009,,,mobile
evt_002990,sess_0649,user_0160,view,3,2025-06-29T13:35:06,SUV,chiba,prod_001,,,mobile
evt_002991,sess_0649,user_0160,view,4,2025-06-29T13:39:06,SUV,narita,prod_004,,,mobile
evt_002992,sess_0649,user_0160,view,5,2025-06-29T13:39:53,SUV,chiba,prod_001,,,mobile
evt_002993,sess_0649,user_0160,view,6,2025-06-29T13:40:53,hatchback,narita,prod_014,,,mobile
evt_002994,sess_0649,user_0160,purchase,7,2025-06-29T13:43:57,SUV,narita,prod_004,5,46406,mobile
evt_002995,sess_0650,user_0061,view,1,2025-06-29T17:22:00,SUV,funabashi,prod_002,,,mobile
evt_002996,sess_0650,user_0061,view,2,2025-06-29T17:25:13,hatchback,funabashi,prod_012,,,mobile
evt_002997,sess_0650,user_0061,view,3,2025-06-29T17:26:45,minivan,chiba,prod_006,,,mobile
evt_002998,sess_0650,user_0061,view,4,2025-06-29T17:28:08,SUV,katsuura,prod_005,,,mobile
evt_002999,sess_0651,user_0258,view,1,2025-06-26T13:56:00,SUV,funabashi,prod_002,,,mobile
evt_003000,sess_0651,user_0258,view,2,2025-06-26T13:57:30,hatchback,chiba,prod_011,,,mobile
evt_003001,sess_0651,user_0258,view,3,2025-06-26T13:58:31,minivan,chiba,prod_006,,,mobile
evt_003002,sess_0651,user_0258,view,4,2025-06-26T13:58:54,minivan,katsuura,prod_010,,,mobile
evt_003003,sess_0651,user_0258,view,5,2025-06-26T14:02:05,minivan,chiba,prod_006,,,mobile
evt_003004,sess_0651,user_0258,purchase,6,2025-06-26T14:04:56,minivan,katsuura,prod_010,5,60964,mobile
evt_003005,sess_0652,user_0475,view,1,2025-06-17T19:26:00,hatchback,katsuura,prod_015,,,mobile
evt_003006,sess_0652,user_0475,view,2,2025-06-17T19:28:25,SUV,katsuura,prod_005,,,mobile
evt_003007,sess_0652,user_0475,view,3,2025-06-17T19:29:29,SUV,funabashi,prod_002,,,mobile
evt_003008,sess_0652,user_0475,view,4,2025-06-17T19:29:53,minivan,funabashi,prod_007,,,mobile
evt_003009,sess_0653,user_0693,view,1,2025-06-28T23:57:00,minivan,katsuura,prod_010,,,mobile
evt_003010,sess_0653,user_0693,view,2,2025-06-28T23:59:12,hatchback,katsuura,prod_015,,,mobile
evt_003011,sess_0653,user_0693,view,3,2025-06-29T00:01:12,minivan,chiba,prod_006,,,mobile
evt_003012,sess_0653,user_0693,purchase,4,2025-06-29T00:03:02,hatchback,katsuura,prod_015,5,33230,mobile
evt_003013,sess_0654,user_0487,view,1,2025-06-03T16:14:00,minivan,funabashi,prod_007,,,mobile
evt_003014,sess_0654,user_0487,view,2,2025-06-03T16:16:19,SUV,funabashi,prod_002,,,mobile
evt_003015,sess_0655,user_0269,view,1,2025-06-15T17:06:00,SUV,katsuura,prod_005,,,mobile
evt_003016,sess_0655,user_0269,view,2,2025-06-15T17:06:36,SUV,chiba,prod_001,,,mobile
evt_003017,sess_0656,user_0514,view,1,2025-06-30T20:49:00,SUV,kashiwa,prod_003,,,mobile
evt_003018,sess_0656,user_0514,view,2,2025-06-30T20:51:12,hatchback,narita,prod_014,,,mobile
evt_003019,sess_0656,user_0514,view,3,2025-06-30T20:53:09,minivan,narita,prod_009,,,mobile
evt_003020,sess_0656,user_0514,purchase,4,2025-06-30T20:53:55,hatchback,narita,prod_014,2,12732,mobile
evt_003021,sess_0657,user_0294,view,1,2025-06-28T06:30:00,minivan,kashiwa,prod_008,,,desktop
evt_003022,sess_0657,user_0294,view,2,2025-06-28T06:30:49,hatchback,funabashi,prod_012,,,desktop
evt_003023,sess_0657,user_0294,view,3,2025-06-28T06:31:12,SUV,katsuura,prod_005,,,desktop
evt_003024,sess_0657,user_0294,view,4,2025-06-28T06:32:39,SUV,funabashi,prod_002,,,desktop
evt_003025,sess_0657,user_0294,view,5,2025-06-28T06:35:48,SUV,chiba,prod_001,,,desktop
evt_003026,sess_0657,user_0294,view,6,2025-06-28T06:36:21,minivan,narita,prod_009,,,desktop
evt_003027,sess_0658,user_0109,view,1,2025-06-05T04:24:00,SUV,narita,prod_004,,,mobile
evt_003028,sess_0658,user_0109,view,2,2025-06-05T04:27:32,hatchback,kashiwa,prod_013,,,mobile
evt_003029,sess_0658,user_0109,view,3,2025-06-05T04:30:01,hatchback,katsuura,prod_015,,,mobile
